step,signal_2000_samples_0d,signal_2000_samples_1d,signal_2000_samples_2d,signal_2000_samples_3d,prediction,anomaly_score,anomaly_likelihood,Annotation
456,0.026239730715242108,0.024169077050589446,0.5345145847818221,-0.17138309048318476,0.03475904842015088,0.025,0.5,
457,0.01964367292535765,0.06984942906308729,0.5430463287666888,-0.17342061461396585,0.03489319932760105,0.175,0.5,
458,0.012081359510829585,0.11444276780598064,0.5232797491840879,-0.16881726354823534,0.03298160716288349,0.31875,0.5,
459,0.00010984624593663337,0.15464157563576322,0.473902496858473,-0.15005181682638846,0.03298160716288349,0.29375,0.5,
460,-0.019545424703616872,0.18853060144915101,0.3989343969979175,-0.11046947978615604,0.014063865717503564,0.10624999999999998,0.5,
461,-0.048576860473934086,0.2153654596149617,0.3048477021657651,-0.047828360364904905,-0.01574508660528634,0.5375,0.5,
462,-0.08585250659572424,0.23535560475847075,0.19851238333471596,0.03335156795082184,-0.01574508660528634,0.21249999999999997,0.5,
463,-0.12773059685106286,0.2494656665365167,0.08616145410870105,0.1238645980327847,-0.14095441567161832,0.225,0.5,
464,-0.16978773684715734,0.2591737531968741,-0.02704424107129148,0.21417799730581447,-0.09348779512955042,0.32499999999999996,0.5,
465,-0.20827602281705127,0.2661574030080117,-0.1371642913268041,0.2970720691640088,-0.09348779512955042,0.15,0.5,
466,-0.2405629103757863,0.27193131526076225,-0.24149356990710866,0.3680995358038325,-0.14095441567161832,0.07499999999999998,0.5,
467,-0.26502645700323696,0.27749607650674796,-0.3385239403479138,0.4252088873357959,-0.2494394622395871,0.024999999999999994,0.5,
468,-0.2809089859779743,0.28305971256029483,-0.4278905270536685,0.4683168574662467,-0.20327566773292274,0.00625,0.5,
469,-0.2882659865383048,0.2878540535287345,-0.5102645918453307,0.4989374200604544,-0.20327566773292274,0.056249999999999994,0.5,
470,-0.2879293417100401,0.2900172732187514,-0.5870467582043314,0.5197492612813089,-0.33766621852420964,0.20625,0.5,
471,-0.28136426363036515,0.2865712582999339,-0.6597150643384941,0.5340196101424513,-0.2718600739188327,0.2,0.5,
472,-0.2703719608335187,0.2737918654810192,-0.7289788448987411,0.5449092498971368,-0.2766808542561949,0.13125,0.5,
473,-0.256682919602472,0.2484988437323073,-0.7942760055698094,0.5547603540663255,-0.28114496206715706,0.0375,0.5,
474,-0.2415226963964085,0.21012429151171474,-0.8539846225173674,0.5644855855403937,-0.2609096051299198,0.14375,0.5,
475,-0.22522098798754786,0.16183266702665985,-0.9059915575922332,0.5731240935710226,-0.2609096051299198,0.11249999999999999,0.5,
476,-0.20693754807889292,0.10913392248268823,-0.9479657329349404,0.5775389661083453,-0.23650435842416276,0.33125,0.5,
477,-0.18465958507759767,0.0572234830719963,-0.9771309380961816,0.5722831908972873,-0.23650435842416276,0.26874999999999993,0.5,
478,-0.15581306795607455,0.009371729078776841,-0.9897774637090592,0.5501062469726126,-0.20327566773292274,0.34375,0.5,
479,-0.11881223346947667,-0.03312075509904909,-0.9809476774907858,0.5041313916414096,-0.20327566773292274,0.39375,0.5,
480,-0.07485331183260192,-0.07023296301323552,-0.9449783044941188,0.4318767040221743,-0.1431839847772306,0.36874999999999997,0.5,
481,-0.02798719384026377,-0.10251942846360514,-0.8776718528537368,0.33823830799371635,-0.11527205008232945,0.26875,0.5,
482,0.017040421921262573,-0.13064766654400653,-0.7797391852609304,0.2337221470455103,-0.07853740429762282,0.23124999999999998,0.5,
483,0.05699104514039548,-0.15517809110589775,-0.658826661426856,0.12921300396379207,0.014063865717503564,0.13124999999999998,0.5,
484,0.0907534042902714,-0.1765149741035006,-0.527486371826799,0.03209074428818358,0.03489319932760105,0.25625,0.5,
485,0.11881277885968893,-0.1949594570383166,-0.3985063598920517,-0.05439593890102038,0.0656727420917188,0.38749999999999996,0.5,
486,0.14246842510104132,-0.21081977879432212,-0.28140189516231606,-0.1298912292757474,0.11111046344196193,0.06874999999999999,0.5,
487,0.16320750514385332,-0.22455403043410424,-0.18163674575498046,-0.1954506235791545,0.1278567805349978,0.1375,0.5,
488,0.18229970818840274,-0.2369149120526898,-0.10153557404237734,-0.2524961656966353,0.1736623565193468,0.09375,0.5,
489,0.2005917393027511,-0.2490039832477143,-0.041455531783744566,-0.3022784853683808,0.17052590110669874,0.175,0.5,
490,0.21847440250275044,-0.26200993562302793,-0.0005435602356329938,-0.3457162172941816,0.16164110337961754,0.24375000000000002,0.5,
491,0.2359785460802381,-0.2763423196382292,0.022914333009436055,-0.3834675447189873,0.19887350276221127,0.025,0.5,
492,0.2529270680375974,-0.2902952150003463,0.03132165827521336,-0.4161314815911214,0.2200851587785468,0.018749999999999996,0.5,
493,0.26904747171705845,-0.29943593939727897,0.02766296192653921,-0.4445224843025699,0.2368035319143418,0.05,0.5,
494,0.2839362477344619,-0.2982160182590923,0.0154855446324458,-0.4699662825832887,0.2537096698185303,0.125,0.5,
495,0.2967509246288065,-0.2829701784242383,-0.0009946447512150722,-0.494467543531446,0.2703721630490523,0.024999999999999994,0.5,
496,0.3055787848334583,-0.25337151990240103,-0.016718647069179512,-0.5203532222837693,0.2868683590398755,0.26875000000000004,0.5,
497,0.3069379380494902,-0.21157084640589408,-0.025745780230692974,-0.5487943841822781,0.29528879349170695,0.018750000000000003,0.5,
498,0.2966339377223366,-0.1607128359325464,-0.021719098156829004,-0.5772095207587058,0.3055787848334583,0.05625,0.5,
499,0.2721676935449984,-0.10398409768376092,0.0008320773907308801,-0.5975482501796241,0.3059865307982679,0.18125000000000002,0.5,
500,0.2342529450710275,-0.0442121652910495,0.0444411870402796,-0.5987077945031773,0.2956923367608959,0.325,0.5,
501,0.18593879240162373,0.01626041718758231,0.10643508054507302,-0.5724867343051344,0.2709108221978361,0.30000000000000004,0.5,
502,0.13089027996140135,0.0755991296999637,0.1774466988290452,-0.5172947582964882,0.19887350276221127,0.2625,0.5,
503,0.07231404966581713,0.13246281140200658,0.2429836964803999,-0.4369471286080885,0.1410385454280511,0.3875,0.5,
504,0.012622847280358136,0.18597127951818596,0.2894364555812075,-0.3376223704475301,0.12320257984282655,0.35,0.5,
505,-0.046513799984841016,0.2356628527709221,0.3102817901116738,-0.2257418007986137,0.07278100170774253,0.2875,0.5,
506,-0.10398455546180957,0.28144171187561184,0.3070231627360377,-0.10704826327733637,-0.07853740429762282,0.2375,0.5,
507,-0.15904586029931153,0.3234971535255098,0.2859165942963234,0.013679016532755802,-0.11527205008232945,0.13125,0.5,
508,-0.2111850355216274,0.3621572162023117,0.2545321804241037,0.1326712431718205,-0.09263370740721576,0.025,0.5,
509,-0.2600480770164344,0.3976666421078726,0.2198149697453028,0.24713727115913964,-0.18136339491691175,0.18125,0.5,
510,-0.30541093540622144,0.4299820314370598,0.18730100621279386,0.35519864867620765,-0.28114496206715706,0.0875,0.5,
511,-0.3471614605044246,0.4587229460735357,0.16083767178215164,0.4558074563964162,-0.2766808542561949,0.10625,0.5,
512,-0.3852641841180359,0.4832583239491496,0.14242712465134344,0.5486481430064715,-0.2681187369586041,0.2625,0.5,
513,-0.4196912514397915,0.5027429440805886,0.1320725784790383,0.6339944706207786,-0.33766621852420964,0.2,0.5,
514,-0.4503210439284209,0.5159899614395217,0.12766710754287927,0.7124512416369744,-0.4300149961096772,0.14375,0.5,
515,-0.4768343966396074,0.521225750550983,0.12501420984764924,0.7845396648959014,-0.4809121854039926,0.00625,0.5,
516,-0.4986359178108825,0.5158958773688931,0.11804765805866735,0.8502682840947289,-0.4809121854039926,0.024999999999999994,0.5,
517,-0.5147648865192269,0.496879542241248,0.09945565936067954,0.908972628349776,-0.4746807730040209,0.1125,0.5,
518,-0.5237389929121995,0.4616375489858601,0.062371067963396434,0.9594585465636559,-0.4805125476725282,0.031249999999999993,0.5,
519,-0.5233773864870148,0.4102892674438453,0.003561682003223496,1.000110697898146,-0.46825358993144,0.29375,0.5,
520,-0.5108321722681702,0.3470559012275808,-0.07386572211306194,1.0286909947191791,-0.4746807730040209,0.0625,0.5,
521,-0.4832467260302525,0.2791528101623125,-0.16158490971112413,1.0418737201828252,-0.4805125476725282,0.16875,0.5,
522,-0.4393350975406645,0.21385297635864545,-0.2501024774694479,1.0348139603845947,-0.4805125476725282,0.024999999999999994,0.5,
523,-0.3812084345352393,0.15628897900838382,-0.3317730823348624,1.0013868898165283,-0.4495607665917647,0.0625,0.5,
524,-0.3146711947894008,0.10905113804400553,-0.40157020203882776,0.9361261781474014,-0.4196912514397915,0.15,0.5,
525,-0.2471950672434768,0.07284484964890503,-0.4568039876128521,0.8381714526195623,-0.324864522300378,0.0375,0.5,
526,-0.18522244952466807,0.04728924630141637,-0.4967405933133982,0.7146410128282211,-0.1958009499867949,0.45,0.5,
527,-0.13275773922800888,0.031456872656529765,-0.5223250841831335,0.5793261400128715,-0.20564847806953407,0.30625,0.5,
528,-0.09145865758169494,0.024135104035421292,-0.5358753494436292,0.4471073131425525,-0.15677535559245304,0.25,0.5,
529,-0.06138394192918339,0.023920823235367462,-0.5406068670694648,0.3290704667897961,-0.15677535559245304,0.08750000000000001,0.5,
530,-0.04171742782688022,0.029236728862438426,-0.5399698116926347,0.2311606298349417,-0.09160898506955097,0.21875,0.5,
531,-0.031234793813506027,0.038294244691936465,-0.5368858352206292,0.1552855110740647,-0.09160898506955097,0.037500000000000006,0.5,
532,-0.028525534430592886,0.04900197757329377,-0.5330064254086802,0.10094253913003688,0.025762111231447508,0.025,0.5,
533,-0.032050946384599016,0.058842185654550676,-0.5280933893481058,0.06639844520197757,-0.02181735976549384,0.00625,0.5,
534,-0.04010951287014818,0.06480859894748059,-0.5195775673966551,0.04929202011297743,-0.02382981216502355,0.00625,0.5,
535,-0.0507478805702948,0.06360201616457296,-0.502409854658396,0.04686392341881988,-0.02382981216502355,0.0375,0.5,
536,-0.061640634493920765,0.0522907169488302,-0.4697182048910501,0.05600847018384427,-0.02382981216502355,0.25,0.5,
537,-0.06999657465231537,0.02940091588551349,-0.4152695577411954,0.07321624395121462,-0.03610704521601267,0.0875,0.5,
538,-0.07262965409091311,-0.003895887996372529,-0.3376498532683779,0.0944081174350357,-0.03610704521601267,0.13125,0.5,
539,-0.06638537487221009,-0.04304643360291638,-0.24280500706544264,0.1146931942226658,-0.05777910092209305,0.16875,0.5,
540,-0.04899786029227637,-0.08095182330087422,-0.14144413655707713,0.12820867272712838,-0.07262965409091311,0.25,0.5,
541,-0.020205506528860447,-0.1109912191130937,-0.043587725796769235,0.12840130379321604,-0.02382981216502355,0.475,0.5,
542,0.01720480911393095,-0.13000231643743654,0.044780986262707684,0.10918469651771982,-0.02382981216502355,0.16249999999999998,0.5,
543,0.0572059434328965,-0.13861732176041916,0.12176960765183938,0.06700713930381083,-0.0480752591347642,0.1,0.5,
544,0.09248838184652616,-0.13965368740317674,0.1880941023908116,0.00324544119388631,0.013631560186359935,0.0125,0.5,
545,0.11794329664535645,-0.13650799367768154,0.2455747311920133,-0.07406121426946179,0.12320257984282655,0.037500000000000006,0.5,
546,0.13249519580415758,-0.13225989435199836,0.29613065001891464,-0.15120371203663996,0.08239129873587253,0.03749999999999999,0.5,
547,0.13815933078758996,-0.12929117637024495,0.34128477501692456,-0.2143043206813908,0.17052590110669874,0.0375,0.5,
548,0.13820337565712906,-0.12913236611500228,0.3820493992977323,-0.2557608288501599,0.17052590110669874,0.05625,0.5,
549,0.1358883915214781,-0.13239613156656835,0.4190452505867147,-0.2758288831801918,0.1481814103791547,0.13125,0.5,
550,0.13389231192483447,-0.13877403676632727,0.4527288413069375,-0.27971812780676153,0.145187999962547,0.025,0.5,
551,0.1340851464515138,-0.14710984094845808,0.4836432342699805,-0.2742043987648801,0.145187999962547,0.018750000000000003,0.5,
552,0.13743600851093385,-0.15551279585357314,0.5126195275062496,-0.26561899023508323,0.1365572706619934,0.09999999999999999,0.5,
553,0.14399112972539965,-0.16139551385248604,0.5407567336783501,-0.2589705537806201,0.1358156333988495,0.0125,0.5,
554,0.15293668835225452,-0.16140404608354536,0.5687622475756056,-0.25759473129297683,0.1363017459324748,0.19375,0.5,
555,0.16273544804949774,-0.15166279233305344,0.5951870309091227,-0.26300214954650475,0.1363017459324748,0.024999999999999994,0.5,
556,0.17123128628423276,-0.1291584127191922,0.6142444120315319,-0.27485142561994874,0.1363017459324748,0.049999999999999996,0.5,
557,0.17558692541179036,-0.0939102449080596,0.6161801345660092,-0.2910738661267574,0.1334714658637077,0.26875,0.5,
558,0.1721965414644082,-0.049481624575481546,0.5921204119464287,-0.3081008647977286,0.1334714658637077,0.25,0.5,
559,0.15731049823782475,-0.000979406691265735,0.5391152928816335,-0.32097916932827786,0.18285980553888215,0.48124999999999996,0.5,
560,0.12899763020844332,0.04711948556214039,0.4603080359163918,-0.3232418435188809,0.17966082631653996,0.41875,0.5,
561,0.08896732602256845,0.0918287402459431,0.3618571917486527,-0.3071963321992145,0.1363017459324748,0.36875,0.5,
562,0.04180997992642255,0.13162711558570572,0.25030697931799945,-0.2662704915190926,0.12162479488358552,0.2375,0.5,
563,-0.0074554594264187235,0.16617389136844565,0.1314093873220361,-0.1993611983424596,0.10297847687151797,0.4,0.5,
564,-0.055015207574053794,0.19599434058221435,0.00984129067121562,-0.11267704727745335,0.0631327024940721,0.18125,0.5,
565,-0.09861973555194713,0.2221572778918809,-0.11074514181715983,-0.016293312116330474,-0.04382301616943681,0.2625,0.5,
566,-0.13737368268656902,0.24593703399362696,-0.2276027587115434,0.08046225244868223,-0.05777910092209305,0.35625,0.5,
567,-0.17140555859138198,0.268483841045464,-0.3387800262012736,0.17113565744560064,-0.08241378028284446,0.0375,0.5,
568,-0.20152722530372225,0.2905582387874019,-0.4430271450480516,0.25226772136585296,-0.12051775682603325,0.24375,0.5,
569,-0.2288859014026657,0.3123817919071313,-0.5397048683419139,0.3228568978266963,-0.2606511466958742,0.6000000000000001,0.5,
570,-0.2546217176504232,0.3336022400426312,-0.6286793117210314,0.38373152408544503,-0.2606511466958742,0.25625,0.5,
571,-0.2795791564823248,0.3532971761871834,-0.7101712726626075,0.4369090130863484,-0.1785047102940425,0.025,0.5,
572,-0.3041313427043271,0.3699194304769825,-0.7845151279311086,0.4849231670953139,-0.2397115710699569,0.10625000000000001,0.5,
573,-0.32813521751382835,0.3811720832986309,-0.8518362966931404,0.5301557480628538,-0.2397115710699569,0.06249999999999999,0.5,
574,-0.3509597805957728,0.3839814505609305,-0.9117912062511296,0.5742769900869387,-0.2397115710699569,0.0,0.5,
575,-0.3714833213934805,0.37491873345441773,-0.9635137177715758,0.61790726700571,-0.3852641841180359,0.08124999999999999,0.5,
576,-0.38799371293820895,0.3513727078806433,-1.0056478692129107,0.660518255713009,-0.3005943222968446,0.31875,0.5,
577,-0.3980502334073165,0.31314663190348624,-1.0362008250660206,0.7004415522292929,-0.3005943222968446,0.049999999999999996,0.5,
578,-0.3985337917456892,0.2632022549536207,-1.0521434604966793,0.7347852060462645,-0.37893800145163137,0.29375,0.5,
579,-0.3862235126782377,0.20660017619375792,-1.0489613858270013,0.7591935424716983,-0.3932413316771651,0.1375,0.5,
580,-0.35907262745451074,0.14850288862519928,-1.020692927177314,0.7677251932356227,-0.3948290696977223,0.1875,0.5,
581,-0.31763928052150897,0.09280137772975143,-0.9614344905140132,0.7535123210250252,-0.33798767652407635,0.25,0.5,
582,-0.26540763565906306,0.04184224735525068,-0.8689803382865949,0.7108809011367553,-0.30754182919388684,0.21875,0.5,
583,-0.2074843819882182,-0.0032088378475249204,-0.7487570028982571,0.6385496911741582,-0.27155686281572033,0.35,0.5,
584,-0.14877566269866954,-0.04189072244645741,-0.6137567736286867,0.5415587166737685,-0.20572643541155614,0.09375,0.5,
585,-0.09291669100368524,-0.07410490878792708,-0.4794264702926076,0.4296608129645005,-0.1498755382815875,0.13749999999999998,0.5,
586,-0.04214699988660887,-0.09994992019363877,-0.3580878409679287,0.31338105374039954,-0.1158312975641254,0.04375,0.5,
587,0.002340556910106532,-0.1196872141380333,-0.2567577673709773,0.20095503995875874,-0.04382301616943681,0.1375,0.5,
588,0.04000423223659552,-0.13378097672599767,-0.17792786351570333,0.09749519950710346,-0.05015724366655108,0.0125,0.5,
589,0.07069103529607898,-0.14297812082482528,-0.12126112927738478,0.005609728672859289,-0.00031680254534333444,0.03125,0.5,
590,0.09451864553433373,-0.14842131596501393,-0.08497141557998951,-0.07363090073558615,0.046940280492596576,0.0125,0.5,
591,0.11185030024566722,-0.15177734629415626,-0.06660086765938157,-0.13995699335045866,0.046940280492596576,0.13125,0.5,
592,0.1233186885276748,-0.15529107862290353,-0.06333720681464007,-0.19351919061050726,0.1363017459324748,0.34375,0.5,
593,0.12988781533011529,-0.16157194869731795,-0.07208138037637997,-0.23478916475817574,0.11602066290254355,0.031249999999999997,0.5,
594,0.13295620504351965,-0.1729086908003547,-0.08938517422509143,-0.2646237061774153,0.0935463413263351,0.00625,0.5,
595,0.13446971483317327,-0.19012849580703065,-0.11128654242491827,-0.284415272480928,0.1363017459324748,0.13125,0.5,
596,0.13692573847182946,-0.2114033235182668,-0.13306624404531536,-0.2963092982625768,0.13529808366578824,0.21874999999999997,0.5,
597,0.14306775440961395,-0.2318217136666112,-0.1490473874841221,-0.30346335629803634,0.13504957301600373,0.21875,0.5,
598,0.15511846439600982,-0.2447231052983381,-0.1527494243280815,-0.3101975540485807,0.13561242265275145,0.21250000000000002,0.5,
599,0.1736519655190477,-0.2445970105892304,-0.13783777167521802,-0.32167662731530977,0.17966082631653996,0.0375,0.5,
600,0.19650917535799844,-0.22932324630862455,-0.10002434771299093,-0.34269210760431384,0.17966082631653996,0.16249999999999998,0.3559276995,
601,0.21849044917239005,-0.20012839071290245,-0.03944661043297047,-0.3754811828377415,0.23603835586134755,0.16874999999999998,0.36679819825,
602,0.23277200218120705,-0.16014646784564207,0.03734877527171137,-0.4172700796710336,0.23603835586134755,0.0125,0.30599904375000003,
603,0.23384047378124456,-0.11306047021095995,0.11760357067275765,-0.4590638990059763,0.2235376399071272,0.0875,0.31122671350000003,
604,0.2197101118829039,-0.06232102128082854,0.1869808273561288,-0.4877338798687349,0.23505844975730536,0.18125000000000002,0.3559276995,
605,0.1918049802053637,-0.01080479337336741,0.23634274113590484,-0.4915712258415164,0.2346930569644871,0.08125,0.34884951300000006,
606,0.15343774790473536,0.03929858427079429,0.26449515382690386,-0.4652637472141184,0.22238938149986012,0.425,0.42093533075,
607,0.10840220392507482,0.08650506400158213,0.2758557429743155,-0.4104526420846522,0.17785816807729227,0.03749999999999999,0.3749359575,
608,0.060183204054577485,0.13003473442064656,0.27693540175827897,-0.33304500418953803,0.1264953529328009,0.28125,0.42432674175,
609,0.011630811378406346,0.16981937860896776,0.2740597539320353,-0.24036698186083505,0.1004405274703627,0.0875,0.4455383085,
610,-0.03513387180317467,0.2064825985091579,0.2723290466450804,-0.1394407573356018,0.0579033010963254,0.056249999999999994,0.401248427,
611,-0.07873136870093096,0.24117591614394765,0.27520161253565195,-0.03620432736718355,0.010244259203483912,0.09375,0.398845738,
612,-0.11853500432048975,0.2751512122246441,0.28432911353289164,0.06476049928753333,-0.1158312975641254,0.35624999999999996,0.5201938822500001,
613,-0.15469918058915072,0.30914215418968977,0.29954914327321874,0.16028117527801225,-0.1158312975641254,0.04375,0.5081573402499999,
614,-0.18814036090405464,0.34291645465947995,0.3190539710055438,0.2485909161410881,-0.19670886766700896,0.03749999999999999,0.4596982517499999,
615,-0.2203232204694027,0.37535004537397504,0.3396797400574464,0.3293410244626961,-0.19670886766700896,0.018750000000000003,0.45112714649999996,
616,-0.25273270107638984,0.4048990097680967,0.35707175977052885,0.4035794585851814,-0.14104776237608696,0.09375,0.37361201574999997,
617,-0.28615476372003645,0.4299839342879983,0.3654728267066624,0.4734836792551706,-0.18771454420384348,0.2875,0.44605675725,
618,-0.3201992310733883,0.4490250265432729,0.35754012576133193,0.5415895328474901,-0.18771454420384348,0.0375,0.36571130925,
619,-0.3534470876549284,0.4602442898944691,0.3258334722088311,0.6095805217004038,-0.25824847456411604,0.031249999999999997,0.3473235495,
620,-0.3840422038937488,0.4614886214517524,0.2670155823497276,0.6772907571495752,-0.3057078097642439,0.0875,0.35633372925,
621,-0.4101568655882036,0.4503564536008655,0.18519113413340968,0.7426895192589283,-0.3948290696977223,0.05,0.34661733525000005,
622,-0.4300523585778531,0.4248935503811744,0.08980368082736771,0.802761569623091,-0.3819992195418539,0.05625,0.23389115550000003,
623,-0.4418917838378763,0.38479258194485816,-0.009293419811432665,0.8543490975704109,-0.375615447874438,0.20625000000000002,0.26934139650000005,
624,-0.4435936894757793,0.3323235209287866,-0.1048014647787276,0.8943188600049894,-0.4239109336287271,0.1375,0.29946508175000003,
625,-0.4329971439444595,0.27202413062173103,-0.1925188373108807,0.9192033627870329,-0.43553525372864427,0.30625,0.34688526950000004,
626,-0.4085221867574024,0.2092317310049857,-0.2708779518634991,0.9248068985659516,-0.4230731960185694,0.225,0.37578374575,
627,-0.3701652033584169,0.14859629578411698,-0.3402733541342874,0.9063337875233322,-0.4061454900880783,0.05,0.29044593575000005,
628,-0.3201403659891013,0.09342324899798377,-0.4023655855855369,0.8595997113133456,-0.3819992195418539,0.031249999999999993,0.29559503350000005,
629,-0.2624894514889661,0.04577400661007409,-0.4593748729204004,0.7833547816603962,-0.33891929614877603,0.25,0.35446164999999996,
630,-0.2018590099803588,0.006817565053792617,-0.5134090516957229,0.6813713345163069,-0.2826479025630209,0.25,0.39425751200000003,
631,-0.1423439152606798,-0.02294094479265976,-0.5659310830894976,0.5622436516558514,-0.2436179100718868,0.24375000000000002,0.3980833515,
632,-0.08700316779297508,-0.04360619972308747,-0.6174718403379356,0.4366565536287685,-0.18339648471305464,0.09375,0.41198530725000004,
633,-0.03796377380099792,-0.05587048938482063,-0.6675940911267049,0.3142561804593137,-0.11853500432048975,0.018749999999999996,0.36599986225000003,
634,0.0033102560428638892,-0.06093307462144741,-0.7149669548750015,0.20206075348612987,-0.05763942500838075,0.08750000000000001,0.36164283525,
635,0.03591226893961825,-0.06040490835901849,-0.7573451831039739,0.10450246843247198,-0.025532337851460956,0.03125,0.33567884475,
636,0.059572021938762265,-0.05626834515770685,-0.7913494184313935,0.0241229572097804,0.07888121970393447,0.08124999999999999,0.313892677,
637,0.07472202628410106,-0.050895031378450216,-0.8121901563826631,-0.03790787906619933,0.02152272127553516,0.40625000000000006,0.39153717575,
638,0.08242989132141111,-0.047043475134254865,-0.8137719349996779,-0.08164235277008057,0.02152272127553516,0.48125,0.49842143600000005,
639,0.0842666257131483,-0.04769095111542217,-0.7897939651928412,-0.10831571747463564,0.02152272127553516,0.23750000000000002,0.50049967875,
640,0.08221897688889905,-0.05555522152266816,-0.7361810863362851,-0.12020046445293035,0.09548352368908854,0.3375,0.5256536515,
641,0.07866285408523478,-0.07228932346248268,-0.6538653268754139,-0.1204112105336353,0.09211845429630648,0.4625,0.5933525447499999,
642,0.07631743036643779,-0.0974916376203436,-0.5495242327080594,-0.1128060716067105,0.08914861107408424,0.09999999999999999,0.5920473312499999,
643,0.07804203992540244,-0.12781264752979854,-0.4331890087998615,-0.10201354795934972,0.08914861107408424,0.10625000000000001,0.619462691,
644,0.08635902470528371,-0.156926197436921,-0.31472171404328997,-0.09345058705527302,0.08914861107408424,0.0375,0.59751303325,
645,0.10270638233562113,-0.17748039721352035,-0.20163153796531466,-0.09305553743774414,0.07899820213127783,0.21875,0.65559257175,
646,0.12654507413560082,-0.1844257979242427,-0.09870911835893006,-0.106430888975253,0.07899820213127783,0.025,0.6308767335,
647,0.15456508927679147,-0.17690414238290558,-0.008624712762287396,-0.13731233471436388,0.11373512520930293,0.19375,0.5747753077500001,
648,0.18067046921898705,-0.1574434220529934,0.06733924923415087,-0.18561292443746194,0.11373512520930293,0.1,0.49305118149999994,
649,0.1977375240636305,-0.13004686496856732,0.128785138249751,-0.2455453311334134,0.15576416828494266,0.20625000000000002,0.47925661524999996,
650,0.20071476921705048,-0.09875531425469246,0.17595532548725756,-0.3051683885433307,0.2346930569644871,0.3125,0.45325540525,
651,0.18858656926374606,-0.06696914236590554,0.2096527117619028,-0.34966852243692137,0.15576416828494266,0.4,0.44785596075,
652,0.16380534959394222,-0.03722742691793608,0.23125440856647794,-0.367931353347686,0.2021450833408986,0.06875,0.422905518,
653,0.13045435313968232,-0.011151433103573166,0.2428101886423321,-0.3570411452442504,0.1838913199418863,0.2125,0.472706699,
654,0.09273036711796928,0.010601212249479948,0.2472350747579483,-0.3213180423106872,0.15576416828494266,0.275,0.5428497514999999,
655,0.054180165194907336,0.028408130915721606,0.24852759681913586,-0.2685571060016008,0.07899820213127783,0.075,0.52657127075,
656,0.01744752994349041,0.043725325443414766,0.2517797218109655,-0.20693514131214336,0.07899820213127783,0.0,0.52657127075,
657,-0.015772397576663027,0.0589814051098194,0.2625935510489372,-0.1434694718052141,0.05130599144931325,0.06874999999999999,0.50315205675,
658,-0.04474712205268427,0.07716894092806317,0.2856163532358369,-0.08348893069532998,0.008164058255297904,0.04375,0.49139165775,
659,-0.06974052256998449,0.10099616433301324,0.3223747961555343,-0.03049853276899728,0.008164058255297904,0.5187499999999999,0.5934663627499999,
660,-0.09201683749162913,0.1316902857145758,0.3691162068013189,0.013907278798354898,0.008164058255297904,0.15,0.5610844662499999,
661,-0.11368949337567838,0.16814126539718904,0.41594053806704695,0.05018463542788053,-0.11853500432048975,0.18750000000000003,0.49364878225,
662,-0.1372691174296669,0.207275414717182,0.4491447826869331,0.08094806512161565,-0.14460096717886647,0.025,0.48275238625,
663,-0.16485104897116964,0.2453996647221028,0.4569423620894672,0.11082102277517583,-0.18339648471305464,0.1875,0.46448081524999996,
664,-0.19715448879935604,0.27928694631189976,0.4344204660253035,0.1457273749914038,-0.18339648471305464,0.3,0.444510059,
665,-0.2330134241443923,0.3064743051305896,0.3838564960912317,0.19132955840621935,-0.21005090078949468,0.36875,0.5122550045,
666,-0.26982468408357146,0.3251534838227059,0.3117382283963657,0.25067572141410305,-0.14095441567161832,0.14375,0.54543571925,
667,-0.3045743499207895,0.3340945968001654,0.22574648623243676,0.3222457305334672,-0.3119834750407683,0.0375,0.531906617,
668,-0.33456658415059565,0.332748476572858,0.13300839004840767,0.40029337232578505,-0.259520767641571,0.0375,0.5324859962499999,
669,-0.3575616922457758,0.3214265160671275,0.039375112023522736,0.4774115537275189,-0.259520767641571,0.049999999999999996,0.38395249025,
670,-0.3716486160270856,0.3013422399944051,-0.05078506263959042,0.5469174919125908,-0.3119834750407683,0.17500000000000002,0.38350706275,
671,-0.3752239189492352,0.2743692067863754,-0.13461928437322687,0.6036604554661679,-0.3411214101819767,0.0375,0.32736338350000005,
672,-0.3672352151845996,0.24256775854697205,-0.2108267365013726,0.6438557894565422,-0.3480859583749791,0.031249999999999997,0.33702631175000003,
673,-0.34758897763052643,0.2076677476657395,-0.2797403328504757,0.6648884594596466,-0.3562273465472559,0.03125,0.2898938020000001,
674,-0.3174065395044889,0.17068203386846448,-0.3433206591580601,0.6654640909151431,-0.3562273465472559,0.0125,0.22975422225000006,
675,-0.27884219878061434,0.13178333649669322,-0.40475407768427785,0.6459622587575596,-0.3259277758669396,0.23124999999999998,0.20876628675000006,
676,-0.2345046206131052,0.09061034791736274,-0.4673834476743515,0.6085760107019021,-0.2999430477864477,0.10625,0.23273740925000003,
677,-0.1868159165630992,0.04713070731547173,-0.5331652265399017,0.5569091140259503,-0.26340320791218336,0.26875000000000004,0.3027269735,
678,-0.1376302239500209,0.0026864474165894728,-0.6015230061717285,0.4950786683744754,-0.21005090078949468,0.14375,0.32572188550000003,
679,-0.08824948459243404,-0.03987476651201348,-0.6695111765026402,0.4266731119869247,-0.15919806360606806,0.125,0.33024080800000005,
680,-0.039813126819851316,-0.07746396969822278,-0.7330817671998098,0.3539243627044502,-0.09823313756138917,0.1,0.29233215200000007,
